,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
103,103,1,0.819,"snack, love, bar, price, chip, find, buy, try, eat, would",outstandingly good cereal sweet delicious healthy nice choice anyone want live healthy life
104,104,1,0.8262,"snack, love, bar, price, chip, find, buy, try, eat, would",could find store ordered amazon want healthy snack enough chocolate kill crave
105,105,0,0.6871,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",start eat almond healthy alternative fatty high carb snack want something satisfy sweet tooth occasion cocoa roast almonds fit bill nicely dust cocoa fat unhealthy stuff would find regular almond still get nice chocolate taste little bit sweeter really want like dark chocolate semisweet bittersweet still great awhile snack
106,106,0,0.646,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",lot less sugar brand still lot chocolate flavor eat plain almonds every left mouth dry addictive eat every day make great healthy snack
107,107,0,0.7971,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",best dark chocolate ever wish stock well amazon
108,108,1,0.7682,"snack, love, bar, price, chip, find, buy, try, eat, would",find snack tasty healthy satisfy microwave delicious also convenient snack
109,109,1,0.8363,"snack, love, bar, price, chip, find, buy, try, eat, would",fan kashi seem everything make quite healthy also tasty father stand health food buy one actually like convert yet
110,110,2,0.5017,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",bar give serious mountain bikers recent race chance sample one found delicious raw live essence food content also healthy snack alternative easy carry always one lunch bag carry one shopping day slight oily feel find objectionable highly recommend
111,111,1,0.8696,"snack, love, bar, price, chip, find, buy, try, eat, would",daily water consumption isnt least woman men day really matter kind water drink work get consumption minimum drinking upwards gallon water day pick water atrisian type greatly worth health benefit also plastic quite detrimental health get item like voss glass bottle instead plastic worth price tag otherwise buy glass bottle voss reuse bottle feel need impress friend trust one drink voss impress anyone people moron everyone around already know
112,112,0,0.9083,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",pro add sugar per tbsp serving add salt per serve great taste organic stirring need con expensive even sunflower butter pay per jar amazon free shipping thin consistency closer pourable top butter bit higher calorie many nut seed butter cal per serve make nice optional butter anyone allergies facility peanut tree nut free someone look variety bit messy use thin plus side though sure use less serve sandwich avoid drip squirt keep calorie lower remains thin refrigerated package recommend open maintain freshness eat reduce sodium low sugar diet find could tell make without either definitely less sweet add sugar peanut butter since usually make sandwich either banana strawberry mind miss sweetness someone use traditional butter product may amazon ship product fast without problem usps
113,113,0,0.887,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",use sunbutter part program lower blood pressure work eat sunbutter anyway simply taste love sunflower seed product many people need nutrient sunflower seed digest seed folk crohn disease ulcerative colitis diverticulitis example however enjoy taste nutrient sunflower seed product multiples many friend family member become hooked try jar house taste best humble opinion toast richer healthy oil spreadable product stir soon open jar refrigerate oil separate although give quick stir knife spread toast highly recommend
114,114,2,0.8485,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",add boneless chicken breast pepper onion string bean simmer chicken ate dish cup brown rice dinner month straight diet lose total lbs get sick dish tasty calorie content dish fit spec diet delicious way lose weight
115,115,1,0.84,"snack, love, bar, price, chip, find, buy, try, eat, would",item healthy inexpensive treat whole family easily enjoy drive watch almost anything salt great restricted sodium diet
116,116,1,0.8021,"snack, love, bar, price, chip, find, buy, try, eat, would",cereal bar great one strawberry blueberry best chewy still soft
117,117,0,0.8796,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",order cereal twice far amazon find local health market cost locally buy three pack amazon best date always good last pack month purchase family really enjoy taste though taste like kellogg raisin bran peace one cup serve calorie fat sodium total carbs dietary fiber sugar protein kellogs one cup calorie fat sodium total carbs dietary fiber sugar protein may everyone love raisin bran cereal know peace half sugar make love even
118,118,1,0.8405,"snack, love, bar, price, chip, find, buy, try, eat, would",order box solbites give customer fiat montgomeryville within week supply deplete great packaging great taste great addition clutter assortment snack solbites get five star fiat montgomeryville look next order
119,119,1,0.8197,"snack, love, bar, price, chip, find, buy, try, eat, would",bar great snack alot healthy ingredient low sugar bar good flavor coconut hard find bar soy ingredient well
120,120,1,0.5525,"snack, love, bar, price, chip, find, buy, try, eat, would",use riceselect royal blend year healthier tastier alternative plain brown rice plain white rice local supermarket stop carry delighted find amazon com lower price supermarket
121,121,1,0.8252,"snack, love, bar, price, chip, find, buy, try, eat, would",want healthy treat one satisfying try lara bar important plus soy free important lot people day
122,122,2,0.6227,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",buy whole family coconut cream pie favorite flavor also like chocolate variety key lime pie son think real treat since sweet love simple natural ingredient little pricey healthier food usually
